features,mae,mse,rmse,r2
"['Snowfall(cm)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",557472.5335863265,737378473497.8782,858707.4434857765,0.9333932515755057
"['Snowfall(cm)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",537361.80584249,711733331750.3718,843642.8934984114,0.9357097546551031
"['Snowfall(cm)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",651536.5933908874,990028895909.0505,995001.9577413155,0.9105715613177799
"['Snowfall(cm)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",528377.006061213,694221156320.2689,833199.3496878577,0.937291614046394
"['Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",567919.4673905128,805618725080.9473,897562.6580250246,0.9272291697193369
"['Cloud_Cover(1/10)', 'Visibility(10m)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",515667.6538731412,725313384179.3977,851653.3239407908,0.9344830804731992
"['Cloud_Cover(1/10)', 'Visibility(10m)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",611300.6950126798,914427581910.9915,956257.0689469393,0.917400561462228
"['Cloud_Cover(1/10)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",509163.170384427,700055101473.8292,836692.9553150482,0.9367646389160758
"['Visibility(10m)', 'year', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",541040.2632062024,791533855305.1669,889681.8843301053,0.9285014436078014
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",693088.2579457945,1080443013325.0452,1039443.6075733234,0.9024045336797442
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'sunshine(hr)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",701842.9914650754,1100564587698.456,1049077.9702664888,0.90058696957886
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",705084.8738278444,1076741806253.6427,1037661.7012560706,0.9027388604564703
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",691723.7371405647,1066693389657.9017,1032808.4961201189,0.90364652508232
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",745118.4048903729,1206716789765.2825,1098506.6179888414,0.8909983346079592
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",608538.6983288191,869626763032.1251,932537.8078298622,0.9214473799950782
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",698378.3493739684,1111307597707.1255,1054185.7510453865,0.899616562941445
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Dew_Point(C)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",632804.7717667718,1012228632939.614,1006095.7374622029,0.9085662786134037
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",682581.2805684354,1041059915733.4806,1020323.4368245594,0.9059619742177288
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",685037.9914330671,1026671633867.964,1013248.061368964,0.907261655053177
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",676410.7487503862,1015672743685.3329,1007805.9057602971,0.9082551751214643
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",722373.1627731654,1141325172776.5269,1068328.2139757082,0.8969051018087696
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",586972.4941879245,833706209054.427,913075.1387779798,0.9246920520163695
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",689694.2839903368,1085111937565.0615,1041687.0631648747,0.901982793863022
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Local Atmospheric Pressure(hPa)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",623260.863586901,985835621511.1792,992892.5528531168,0.9109503361029577
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",691087.1434706958,1022471915256.9279,1011173.5337007827,0.9076410119384574
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",690561.0023516183,1060060040809.4858,1029592.1720805214,0.9042457096447096
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",732305.0852717923,1161069729138.8643,1077529.456274335,0.8951215934129508
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'sunshine(hr)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",596683.355324258,847582035949.4407,920642.1867096036,0.9234386607873121
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'sunshine(hr)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",685165.9029940949,1051771491603.8008,1025559.111706293,0.9049944069983606
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'sunshine(hr)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",594867.9876141879,885064481617.046,940778.6570798926,0.920052904464546
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",680288.6127966207,988872611380.1688,994420.7416280942,0.9106760074814401
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",731343.5984204179,1111337921025.623,1054200.1332885625,0.8996138238627776
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",590972.2413995892,777224976811.8972,881603.6392914319,0.9297939520065303
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",686868.7308872961,1020326742162.5377,1010112.2423585103,0.9078347835357583
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",621823.8322058463,929754918747.4047,964237.9990165315,0.9160160566178737
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",719042.8335192986,1118306925572.6272,1057500.3194196336,0.8989843198165995
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",594151.7848972895,836965248906.0283,914858.0485004372,0.9243976658153846
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",680601.8581267506,1034341223108.8888,1017025.6747540294,0.9065688678082955
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",584137.968848857,840955272471.5648,917036.134768726,0.9240372504989776
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",603548.2148153886,876439405683.3777,936183.4252342741,0.9208319999813039
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",720878.119776456,1158688458431.1228,1076423.921339136,0.895336691499838
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",661284.1360794106,1066061886516.0862,1032502.7295441335,0.9037035682052317
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",571699.4447093745,818017955498.7949,904443.450691526,0.9261091581502695
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",559206.5923120027,795685177898.2279,892011.8709401954,0.9281264582922235
"['Prec(mm)', 'Humidity', 'Vapor_pressure(hPa)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",632808.2516743491,1009480117861.8323,1004728.8777883475,0.9088145495609652
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",682164.785894802,1041918220968.816,1020743.9546570021,0.9058844442613548
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",683820.7696699813,1022228572148.5234,1011053.1994650546,0.9076629929072337
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",675541.2093931397,1015955206352.672,1007946.0334525217,0.9082296605173648
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",720371.7355391099,1139269416441.0398,1067365.6432736814,0.8970907964689491
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",586582.835558338,828743951854.6495,910353.750942264,0.9251402883411368
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",690071.9126793592,1090643683976.9171,1044338.8741097964,0.9014831160790278
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Local Atmospheric Pressure(hPa)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",623063.7185047028,984405656201.2402,992172.1908022015,0.9110795036106598
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",689823.4186729997,1018407909950.0186,1009161.9839996048,0.9080081099604392
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",689935.045379243,1058128143556.8448,1028653.5585690864,0.9044202162229641
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",731375.9002085484,1158404488802.1714,1076292.0090766128,0.8953623422264534
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",595059.6037730345,842874345462.5471,918081.8838548919,0.92386390232499
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",684742.2938297617,1052668482043.8373,1025996.3362721318,0.9049133826414991
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'sunshine(hr)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",594489.7540477939,884205378144.5125,940321.9545158523,0.9201305065249835
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",679345.8104833614,987450254522.7383,993705.3157363798,0.9108044877243244
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",730286.416602744,1107283751595.0696,1052275.5112588478,0.8999800334187064
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",588596.5031935122,772321039568.3472,878817.9786328607,0.9302369203409884
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",685923.2275076333,1017090079884.3079,1008508.83976508,0.9081271483902387
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",621134.5218342906,928019905881.2537,963337.8980821079,0.9161727788028065
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",717672.122640555,1117198963160.962,1056976.3304639144,0.8990844010859476
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",594081.907953174,833334086616.2872,912871.3417652496,0.9247256655086412
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",679710.2924009569,1034377667509.013,1017043.591744726,0.9065655758177129
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",583626.0087436948,839551811611.5033,916270.599556432,0.9241640238830531
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",601732.4734187914,868807364391.8296,932098.366263899,0.9215213955529703
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",720155.2003086212,1156248897638.248,1075290.1457924033,0.8955570548788047
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",662111.1583683576,1064871273583.9517,1031926.0019904294,0.9038111152233396
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",572074.2237688581,817304359242.0259,904048.869941236,0.9261736166719915
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",558519.3843185317,794634776531.1643,891422.8943274703,0.9282213401230816
"['Prec(mm)', 'Humidity', 'Dew_Point(C)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",633462.2974746136,1012906464989.2977,1006432.5436855159,0.9085050506410258
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Snowfall(cm)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",674405.952915856,980637717428.5001,990271.5372202212,0.9114198582032265
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",673494.4896091981,1008999420909.2905,1004489.6320566433,0.9088579704935488
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",713399.9503846599,1112915161450.898,1054947.9425312406,0.899471353123548
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",575306.0201607617,814746892375.8668,902633.3100300846,0.9264046304027695
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",679122.6741477101,1038330005164.2596,1018984.7914293223,0.9062085646364089
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'sunshine(hr)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",592600.0467649156,884903193261.3525,940692.9325031376,0.9200674734997397
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",666652.375954026,956520316212.7336,978018.5663946946,0.9135983618254044
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",711688.4976631316,1074330429435.7513,1036499.1217727835,0.9029566780017861
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",570694.8960268544,749973605982.6318,866010.1650573346,0.9322555443451799
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",679628.246064586,1016927456899.1439,1008428.2110785794,0.9081418379813375
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",615845.579131062,923089316988.6472,960775.3728050315,0.9166181545572634
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",701770.704280181,1072530436387.8907,1035630.4535826913,0.9031192697893331
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",574202.3079057843,794953713695.878,891601.76855807,0.9281925308097414
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",673424.6224940247,1017936873449.8585,1008928.5769814722,0.908050658272863
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",583037.6102059252,844631207236.546,919038.1968321806,0.9237052065474441
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",585219.0866401235,835953461439.877,914304.9061663604,0.9244890596865636
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",715506.1687192454,1141790316048.157,1068545.8886019622,0.8968630858264914
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'Visibility(10m)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",653513.6278841521,1039470795649.5399,1019544.4059233222,0.9061055180360685
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'year', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",571534.8012172445,815611099932.266,903111.8977913345,0.9263265672949295
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'year', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",544719.4629402257,768965489094.8416,876906.7733201983,0.9305400242614952
"['Prec(mm)', 'Humidity', 'Local Atmospheric Pressure(hPa)', 'month', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",625730.3269150406,990283800434.2092,995130.0419715049,0.9105485360164053
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Snowfall(cm)', 'Cloud_Cover(1/10)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",676442.9464256678,979839323988.2388,989868.3366934407,0.9114919763798895
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Snowfall(cm)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",723898.075756025,1078572588549.5599,1038543.4938169705,0.9025734875032491
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Snowfall(cm)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",576994.0274106013,750062839592.591,866061.683480219,0.9322474839517412
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Snowfall(cm)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",675198.2450819089,973345525671.9401,986582.7515580942,0.912078555465554
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Snowfall(cm)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",579318.8661470998,808630287054.3225,899238.7263982366,0.9269571379772468
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'Visibility(10m)', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",722409.2217778269,1128682681724.4817,1062394.7861903699,0.8980470868967909
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",586129.8030202851,820332992243.3904,905722.3593593074,0.9259000429189701
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",674488.6142139466,1015533659840.4811,1007736.9001085954,0.9082677384427393
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Cloud_Cover(1/10)', 'hour', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",576522.2865426792,827441314514.0107,909638.0129007421,0.925257954425454
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Visibility(10m)', 'year', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",591649.279366071,842933100123.7001,918113.8818924916,0.9238585950681676
"['Prec(mm)', 'Humidity', 'sunshine(hr)', 'Visibility(10m)', 'month', 'Temp(C)', 'Solar_Radiation(MJ/m2)', 'Wind_speed(m/s)']",706113.1127340472,1102798053512.6152,1050141.9206529255,0.900385222577903
